1,8
2,10
3,13
4,15
5,18
6,18
7,23
8,24
9,26
10,30
11,32
12,34
13,36
14,38
15,43
16,43
17,48
18,48
19,58
20,56
21,59
22,66
23,65
24,69
25,68
26,71
27,76
28,78
29,81
30,81
31,88
32,87
33,83
34,91
35,93
36,97
37,98
38,103
39,108
40,105
41,104
42,111
43,110
44,113
45,116
46,117
47,119
48,121
49,121
50,129
51,128
52,130
53,134
54,138
55,135
56,135
57,142
58,132
59,144
60,155
61,148
62,141
63,145
64,158
65,163
66,161
67,167
68,172
69,170
70,176
